epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,4099.07,0.65871,0.42788,1.02165,0.60589,0.36862,0.40332,0.17182,2.59748,2.72482,3.02549,5.95995e-05,5.95995e-05,5.95995e-05
177,4122.28,0.64114,0.41895,1.01801,0.61553,0.36764,0.41113,0.17439,2.63556,2.75203,3.04635,5.59508e-05,5.59508e-05,5.59508e-05
178,4145.52,0.63898,0.42094,1.01985,0.55165,0.40346,0.41867,0.1694,2.61549,2.7483,3.03664,5.2444e-05,5.2444e-05,5.2444e-05
179,4168.73,0.63965,0.41951,1.01604,0.56876,0.40398,0.41366,0.16873,2.63942,2.77833,3.05112,4.908e-05,4.908e-05,4.908e-05
180,4191.91,0.65455,0.42849,1.02504,0.54707,0.41564,0.42469,0.17121,2.6438,2.74559,3.05777,4.58597e-05,4.58597e-05,4.58597e-05
181,4215.14,0.65483,0.42589,1.02854,0.55103,0.41964,0.41763,0.17147,2.63401,2.79608,3.04866,4.27838e-05,4.27838e-05,4.27838e-05
182,4238.43,0.64985,0.4214,1.02613,0.52247,0.41955,0.41843,0.18197,2.62649,2.79028,3.06621,3.98531e-05,3.98531e-05,3.98531e-05
183,4261.58,0.63555,0.42285,1.01816,0.50518,0.4093,0.40317,0.18382,2.64978,2.81365,3.09435,3.70683e-05,3.70683e-05,3.70683e-05
184,4284.89,0.64887,0.42845,1.02362,0.52733,0.40901,0.41501,0.17861,2.67932,2.80032,3.10033,3.44301e-05,3.44301e-05,3.44301e-05
185,4308.14,0.6403,0.42123,1.017,0.45662,0.40943,0.39677,0.18097,2.66448,2.76237,3.0694,3.19392e-05,3.19392e-05,3.19392e-05
186,4331.28,0.65154,0.44113,1.02951,0.51504,0.40676,0.40877,0.17815,2.64729,2.76906,3.07455,2.95961e-05,2.95961e-05,2.95961e-05
187,4354.51,0.65469,0.42401,1.01983,0.44271,0.4109,0.39727,0.17693,2.64186,2.7495,3.06882,2.74015e-05,2.74015e-05,2.74015e-05
188,4377.65,0.64325,0.42086,1.01711,0.49452,0.40896,0.40756,0.17935,2.6355,2.73757,3.05171,2.53559e-05,2.53559e-05,2.53559e-05
189,4401.15,0.65921,0.43057,1.02393,0.52378,0.40314,0.41136,0.1879,2.64169,2.72673,3.06399,2.34598e-05,2.34598e-05,2.34598e-05
190,4424.73,0.62668,0.4138,1.01503,0.53627,0.4153,0.42276,0.19501,2.63938,2.72402,3.05843,2.17136e-05,2.17136e-05,2.17136e-05
191,4475.07,0.4292,0.26211,0.88154,0.60239,0.37916,0.40044,0.15843,2.63564,2.71068,3.07523,2.01178e-05,2.01178e-05,2.01178e-05
192,4497.98,0.41721,0.24557,0.87512,0.55586,0.3809,0.39928,0.16799,2.62126,2.74227,3.03897,1.86729e-05,1.86729e-05,1.86729e-05
193,4520.98,0.4246,0.24153,0.88053,0.52723,0.3967,0.40175,0.17071,2.6209,2.76335,3.03905,1.7379e-05,1.7379e-05,1.7379e-05
194,4543.84,0.41819,0.24146,0.88069,0.52932,0.39088,0.40033,0.17164,2.59289,2.79701,3.01054,1.62367e-05,1.62367e-05,1.62367e-05
195,4566.76,0.41979,0.24023,0.88793,0.46178,0.39161,0.39327,0.1714,2.57923,2.78421,3.00077,1.5246e-05,1.5246e-05,1.5246e-05
196,4589.72,0.41902,0.23898,0.87782,0.57822,0.37003,0.39671,0.171,2.58685,2.75352,3.02411,1.44074e-05,1.44074e-05,1.44074e-05
197,4612.67,0.40482,0.23393,0.8699,0.5804,0.37013,0.39485,0.17321,2.58883,2.79261,3.02667,1.3721e-05,1.3721e-05,1.3721e-05
198,4635.67,0.41831,0.24042,0.88536,0.55642,0.38795,0.40521,0.17447,2.60551,2.80758,3.03569,1.31869e-05,1.31869e-05,1.31869e-05
199,4658.56,0.40106,0.23223,0.87098,0.56226,0.38722,0.40588,0.17699,2.63309,2.77375,3.06531,1.28053e-05,1.28053e-05,1.28053e-05
200,4681.51,0.41008,0.23763,0.87529,0.55171,0.38736,0.40616,0.17338,2.64039,2.76042,3.07763,1.25763e-05,1.25763e-05,1.25763e-05
